Start_Row,End_Row,Window_Size,Mean,Standard_Deviation,Entropy
1046100,1046150,50,2.5,0.9219544457292888,4.21287868934203
1046150,1046200,50,2.5,0.7416198487095663,4.247585439212221
1046200,1046250,50,2.380952380952381,0.6529194857524804,4.332878689342031
1046250,1046300,50,2.272727272727273,0.9136250564655355,4.33287868934203
1046300,1046350,50,2.5,0.8660254037844386,4.227976439385299
1046350,1046400,50,2.5,0.5916079783099616,4.2777809392987605
1046400,1046450,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1046450,1046500,50,2.5,0.7416198487095663,4.25287868934203
1046500,1046550,50,2.5,0.6708203932499369,4.262683189255491
1046550,1046600,50,2.5,0.806225774829855,4.232487689168953
1046600,1046650,50,2.1739130434782608,0.6360321234055563,4.458171939471837
1046650,1046700,50,2.5,0.8660254037844386,4.222683189255491
1046700,1046750,50,2.5,0.7416198487095663,4.247585439212221
1046750,1046800,50,2.380952380952381,0.6529194857524804,4.332878689342031
1046800,1046850,50,2.272727272727273,0.9136250564655355,4.33287868934203
1046850,1046900,50,2.5,0.9219544457292888,4.218171939471837
1046900,1046950,50,2.6315789473684212,0.7405919620773835,4.193269689515107
1046950,1047000,50,2.272727272727273,1.2856486930664501,4.246886761135438
1047000,1047050,50,2.6315789473684212,1.4942178491135147,4.035783629896562
1047050,1047100,50,2.7777777777777777,1.314684396244359,4.010881379939832
1047100,1047150,50,2.9411764705882355,1.6616996343324157,3.8639818205809044
1047150,1047200,50,2.9411764705882355,1.862022563687578,3.8153377504703125
1047200,1047250,50,2.9411764705882355,0.9982683969692436,4.001076880026372
1047250,1047300,50,2.6315789473684212,1.2230473724865527,4.094177320667443
1047300,1047350,50,2.380952380952381,1.4630753805464016,4.150435500513582
1047350,1047400,50,2.9411764705882355,1.2588785034725114,3.949275070710712
1047400,1047450,50,2.272727272727273,0.9620913858416692,4.33617463006964
1047450,1047500,50,2.5,1.02469507659596,4.198562939644916
1047500,1047550,50,2.272727272727273,1.1354541815269814,4.278562939644916
1047550,1047600,50,2.5,1.3601470508735443,4.10649576096236
1047600,1047650,50,3.125,1.8328597873268975,3.764372820753982
1047650,1047700,50,3.125,1.2183492931011204,3.884372820753982
1047700,1047750,50,2.5,1.118033988749895,4.183981820580904
1047750,1047800,50,2.5,1.2041594578792296,4.143465189601646
1047800,1047850,50,2.380952380952381,0.7853534524986021,4.307976439385299
1047850,1047900,50,2.0833333333333335,0.8122328620674136,4.4679764393853
1047900,1047950,50,2.5,0.806225774829855,4.232487689168953
1047950,1048000,50,2.5,0.5,4.292878689342029
1048000,1048050,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1048050,1048100,50,2.5,0.9746794344808963,4.208367439558376
1048100,1048150,50,2.5,0.5916079783099616,4.2777809392987605
1048150,1048200,50,2.5,0.806225774829855,4.232487689168953
1048200,1048250,50,2.1739130434782608,0.6360321234055563,4.458171939471836
1048250,1048300,50,2.5,0.806225774829855,4.232487689168953
1048300,1048350,50,2.5,0.806225774829855,4.232487689168953
1048350,1048400,50,2.380952380952381,0.5753831415997415,4.347976439385299
1048400,1048450,50,2.272727272727273,0.8624393618641034,4.342683189255491
1048450,1048500,50,2.5,0.806225774829855,4.232487689168952
1048500,1048550,50,2.5,0.5,4.29287868934203
1048550,1048600,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1048600,1048650,50,2.5,0.6708203932499369,4.26268318925549
1048650,1048700,50,2.5,0.6708203932499369,4.262683189255491
1048700,1048750,50,2.5,0.806225774829855,4.232487689168953
1048750,1048800,50,2.1739130434782608,0.6360321234055563,4.458171939471836
1048800,1048850,50,2.5,0.806225774829855,4.232487689168953
1048850,1048900,50,2.5,0.806225774829855,4.232487689168953
1048900,1048950,50,2.272727272727273,0.616575453011388,4.403074189428569
1048950,1049000,50,2.380952380952381,0.8438116736509215,4.287585439212222
1049000,1049050,50,2.5,0.806225774829855,4.232487689168952
1049050,1049100,50,2.5,0.5,4.292878689342029
1049100,1049150,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1049150,1049200,50,2.5,0.5916079783099616,4.27778093929876
1049200,1049250,50,2.5,0.7416198487095663,4.247585439212222
1049250,1049300,50,2.5,0.806225774829855,4.232487689168953
1049300,1049350,50,2.1739130434782608,0.6360321234055564,4.458171939471837
1049350,1049400,50,2.5,0.806225774829855,4.232487689168953
1049400,1049450,50,2.5,0.806225774829855,4.232487689168953
1049450,1049500,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1049500,1049550,50,2.5,0.806225774829855,4.232487689168953
1049550,1049600,50,2.5,0.7416198487095663,4.247585439212221
1049600,1049650,50,2.5,0.5916079783099616,4.2777809392987605
1049650,1049700,50,2.0,0.848528137423857,4.5079764393853
1049700,1049750,50,2.5,0.6708203932499369,4.26268318925549
1049750,1049800,50,2.5,0.6708203932499369,4.262683189255491
1049800,1049850,50,2.5,0.806225774829855,4.232487689168953
1049850,1049900,50,2.1739130434782608,0.6360321234055564,4.458171939471836
1049900,1049950,50,2.5,0.806225774829855,4.232487689168953
1049950,1050000,50,2.5,0.806225774829855,4.232487689168953
1050000,1050050,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1050050,1050100,50,2.5,0.806225774829855,4.232487689168953
1050100,1050150,50,2.5,0.806225774829855,4.232487689168952
1050150,1050200,50,2.5,0.5,4.292878689342029
1050200,1050250,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1050250,1050300,50,2.5,0.5916079783099616,4.27778093929876
1050300,1050350,50,2.5,0.7416198487095663,4.247585439212222
1050350,1050400,50,2.5,0.806225774829855,4.232487689168953
1050400,1050450,50,2.1739130434782608,0.6360321234055564,4.458171939471837
1050450,1050500,50,2.5,0.806225774829855,4.232487689168953
1050500,1050550,50,2.5,0.806225774829855,4.232487689168953
1050550,1050600,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1050600,1050650,50,2.5,0.806225774829855,4.232487689168953
1050650,1050700,50,2.5,0.7416198487095663,4.247585439212221
1050700,1050750,50,2.5,0.5916079783099616,4.2777809392987605
1050750,1050800,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1050800,1050850,50,2.5,0.5,4.292878689342029
1050850,1050900,50,2.5,0.806225774829855,4.232487689168953
1050900,1050950,50,2.5,0.806225774829855,4.232487689168953
1050950,1051000,50,2.1739130434782608,0.6360321234055564,4.458171939471837
1051000,1051050,50,2.5,0.806225774829855,4.232487689168953
1051050,1051100,50,2.5,0.806225774829855,4.232487689168952
1051100,1051150,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1051150,1051200,50,2.5,0.806225774829855,4.232487689168953
1051200,1051250,50,2.5,0.6708203932499369,4.26268318925549
1051250,1051300,50,2.5,0.6708203932499369,4.262683189255491
1051300,1051350,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1051350,1051400,50,2.5,0.5,4.292878689342029
1051400,1051450,50,2.5,0.806225774829855,4.232487689168953
1051450,1051500,50,2.5,0.806225774829855,4.232487689168953
1051500,1051550,50,2.0,0.6324555320336759,4.568367439558376
1051550,1051600,50,2.5,0.806225774829855,4.232487689168953
1051600,1051650,50,2.5,0.806225774829855,4.232487689168953
1051650,1051700,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1051700,1051750,50,2.5,0.806225774829855,4.232487689168953
1051750,1051800,50,2.5,0.7416198487095663,4.247585439212221
1051800,1051850,50,2.5,0.5916079783099616,4.2777809392987605
1051850,1051900,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1051900,1051950,50,2.5,0.5,4.292878689342029
1051950,1052000,50,2.5,0.806225774829855,4.232487689168953
1052000,1052050,50,2.5,0.806225774829855,4.232487689168953
1052050,1052100,50,2.1739130434782608,0.6360321234055564,4.458171939471837
1052100,1052150,50,2.5,0.806225774829855,4.232487689168953
1052150,1052200,50,2.5,0.806225774829855,4.232487689168952
1052200,1052250,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1052250,1052300,50,2.5,0.806225774829855,4.232487689168953
1052300,1052350,50,2.5,0.6708203932499369,4.26268318925549
1052350,1052400,50,2.5,0.6708203932499369,4.262683189255491
1052400,1052450,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1052450,1052500,50,2.5,0.5,4.292878689342029
1052500,1052550,50,2.5,0.806225774829855,4.232487689168953
1052550,1052600,50,2.5,0.806225774829855,4.232487689168953
1052600,1052650,50,2.1739130434782608,0.6360321234055564,4.458171939471837
1052650,1052700,50,2.5,0.806225774829855,4.232487689168953
1052700,1052750,50,2.5,0.806225774829855,4.232487689168952
1052750,1052800,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1052800,1052850,50,2.5,0.806225774829855,4.232487689168953
1052850,1052900,50,2.5,0.5916079783099616,4.27778093929876
1052900,1052950,50,2.5,0.7416198487095663,4.247585439212223
1052950,1053000,50,2.1739130434782608,0.9161438045958903,4.3879764393853
1053000,1053050,50,2.5,0.5,4.292878689342029
1053050,1053100,50,2.5,0.806225774829855,4.232487689168953
1053100,1053150,50,2.5,0.806225774829855,4.232487689168953
1053150,1053200,50,2.1739130434782608,0.6360321234055564,4.458171939471837
1053200,1053250,50,2.5,0.806225774829855,4.232487689168953
1053250,1053300,50,2.5,0.7416198487095663,4.247585439212221
1053300,1053350,50,2.1739130434782608,0.7010658911563957,4.443074189428569
1053350,1053400,50,2.272727272727273,0.8624393618641034,4.342683189255491
1053400,1053450,50,2.380952380952381,1.2140522651411392,4.20637013015618
1053450,1053500,50,2.380952380952381,1.5576597365520117,4.118242691024846
1053500,1053550,50,2.7777777777777777,1.4740554623801778,3.957082261221976
1053550,1053600,50,3.125,1.899835519196333,3.7235908204078276
1053600,1053650,50,3.125,1.2686114456365274,3.8810768800263715
1053650,1053700,50,3.3333333333333335,2.1807236311728166,3.630490379766755
1053700,1053750,50,2.5,1.3228756555322954,4.103465189601646
1053750,1053800,50,2.6315789473684212,1.7535085525218614,3.9411476315793785
1053800,1053850,50,2.7777777777777777,1.0304020550550783,4.073786320494365
1053850,1053900,50,2.5,1.2041594578792296,4.16307418942857
1053900,1053950,50,2.6315789473684212,1.494217849113515,4.014693951646701
1053950,1054000,50,2.9411764705882355,1.7977302105807205,3.8349467502972345
1054000,1054050,50,2.7777777777777777,1.872477727372524,3.853340441068115
1054050,1054100,50,2.5,1.5329709716755893,4.078242691024845
1054100,1054150,50,2.6315789473684212,1.2653489768601376,4.083074189428569
1054150,1054200,50,2.5,1.118033988749895,4.1761746300696405
1054200,1054250,50,2.1739130434782608,0.7010658911563957,4.443074189428569
1054250,1054300,50,2.5,0.806225774829855,4.232487689168953
1054300,1054350,50,2.5,1.161895003862225,4.1688840705376355
1054350,1054400,50,2.1739130434782608,0.8157244799692922,4.412878689342031
1054400,1054450,50,2.5,0.806225774829855,4.243074189428569
1054450,1054500,50,2.7777777777777777,0.7856742013183862,4.102683189255491
1054500,1054550,50,2.1739130434782608,0.7010658911563957,4.443074189428567
1054550,1054600,50,2.6315789473684212,1.0367218738732742,4.128367439558377
1054600,1054650,50,2.5,0.5916079783099616,4.27778093929876
1054650,1054700,50,2.1739130434782608,0.8157244799692922,4.412878689342031
1054700,1054750,50,2.5,0.806225774829855,4.232487689168953
1054750,1054800,50,2.5,0.5,4.292878689342029
1054800,1054850,50,2.5,0.806225774829855,4.232487689168953
1054850,1054900,50,2.1739130434782608,0.8673885801417393,4.403074189428569
1054900,1054950,50,2.5,0.806225774829855,4.232487689168953
1054950,1055000,50,2.5,0.5,4.292878689342029
1055000,1055050,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1055050,1055100,50,2.5,0.806225774829855,4.232487689168953
1055100,1055150,50,2.5,0.5,4.292878689342029
1055150,1055200,50,2.5,0.9219544457292888,4.21287868934203
1055200,1055250,50,2.1739130434782608,0.8157244799692922,4.412878689342029
1055250,1055300,50,2.5,0.5916079783099616,4.2777809392987605
1055300,1055350,50,2.5,0.806225774829855,4.232487689168953
1055350,1055400,50,2.1739130434782608,0.8157244799692922,4.412878689342031
1055400,1055450,50,2.5,0.5916079783099616,4.2777809392987605
1055450,1055500,50,2.5,0.806225774829855,4.232487689168953
1055500,1055550,50,2.5,0.5,4.292878689342029
1055550,1055600,50,2.1739130434782608,0.9161438045958903,4.3879764393853
1055600,1055650,50,2.5,0.806225774829855,4.232487689168952
1055650,1055700,50,2.5,0.5,4.29287868934203
1055700,1055750,50,2.5,0.806225774829855,4.232487689168953
1055750,1055800,50,2.1739130434782608,0.8157244799692922,4.412878689342029
1055800,1055850,50,2.5,0.5916079783099616,4.2777809392987605
1055850,1055900,50,2.5,0.806225774829855,4.232487689168953
1055900,1055950,50,2.1739130434782608,0.8157244799692922,4.412878689342031
1055950,1056000,50,2.5,0.5916079783099616,4.2777809392987605
1056000,1056050,50,2.5,0.806225774829855,4.232487689168953
1056050,1056100,50,2.5,0.5,4.292878689342029
1056100,1056150,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1056150,1056200,50,2.5,0.7416198487095663,4.247585439212222
1056200,1056250,50,2.5,0.5916079783099616,4.2777809392987605
1056250,1056300,50,2.5,0.806225774829855,4.232487689168953
1056300,1056350,50,2.1739130434782608,0.8157244799692922,4.412878689342029
1056350,1056400,50,2.5,0.5916079783099616,4.2777809392987605
1056400,1056450,50,2.5,0.806225774829855,4.232487689168953
1056450,1056500,50,2.272727272727273,0.7496555682941201,4.37287868934203
1056500,1056550,50,2.380952380952381,0.7221786137191952,4.3177809392987605
1056550,1056600,50,2.5,0.806225774829855,4.232487689168953
1056600,1056650,50,2.5,0.5,4.292878689342029
1056650,1056700,50,2.0,0.848528137423857,4.5079764393853
1056700,1056750,50,2.5,0.806225774829855,4.232487689168953
1056750,1056800,50,2.5,0.5,4.29287868934203
1056800,1056850,50,2.5,0.806225774829855,4.232487689168953
1056850,1056900,50,2.1739130434782608,0.8157244799692922,4.412878689342029
1056900,1056950,50,2.5,0.5916079783099616,4.2777809392987605
1056950,1057000,50,2.5,0.806225774829855,4.232487689168953
1057000,1057050,50,2.272727272727273,0.8080176743014171,4.3577809392987605
1057050,1057100,50,2.380952380952381,0.6529194857524804,4.33287868934203
1057100,1057150,50,2.5,0.806225774829855,4.232487689168953
1057150,1057200,50,2.5,0.5,4.292878689342029
1057200,1057250,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1057250,1057300,50,2.5,0.7416198487095663,4.247585439212222
1057300,1057350,50,2.5,0.5916079783099616,4.2777809392987605
1057350,1057400,50,2.5,0.806225774829855,4.232487689168953
1057400,1057450,50,2.1739130434782608,0.8157244799692922,4.412878689342029
1057450,1057500,50,2.5,0.5916079783099616,4.2777809392987605
1057500,1057550,50,2.5,0.806225774829855,4.232487689168953
1057550,1057600,50,2.272727272727273,0.7496555682941201,4.37287868934203
1057600,1057650,50,2.380952380952381,0.7221786137191952,4.3177809392987605
1057650,1057700,50,2.5,0.806225774829855,4.232487689168953
1057700,1057750,50,2.5,0.5,4.292878689342029
1057750,1057800,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1057800,1057850,50,2.5,0.806225774829855,4.232487689168953
1057850,1057900,50,2.5,0.5,4.29287868934203
1057900,1057950,50,2.5,0.806225774829855,4.232487689168953
1057950,1058000,50,2.1739130434782608,0.8157244799692922,4.412878689342029
1058000,1058050,50,2.5,0.5916079783099616,4.2777809392987605
1058050,1058100,50,2.5,0.806225774829855,4.232487689168953
1058100,1058150,50,2.272727272727273,0.7496555682941201,4.37287868934203
1058150,1058200,50,2.380952380952381,0.7221786137191952,4.3177809392987605
1058200,1058250,50,2.5,0.806225774829855,4.232487689168953
1058250,1058300,50,2.5,0.5,4.292878689342029
1058300,1058350,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1058350,1058400,50,2.5,0.806225774829855,4.232487689168953
1058400,1058450,50,2.5,0.5,4.29287868934203
1058450,1058500,50,2.5,0.806225774829855,4.232487689168953
1058500,1058550,50,2.0,0.848528137423857,4.507976439385298
1058550,1058600,50,2.5,0.5,4.29287868934203
1058600,1058650,50,2.5,0.806225774829855,4.232487689168953
1058650,1058700,50,2.272727272727273,0.8080176743014171,4.3577809392987605
1058700,1058750,50,2.380952380952381,0.6529194857524804,4.33287868934203
1058750,1058800,50,2.5,0.806225774829855,4.232487689168953
1058800,1058850,50,2.5,0.5,4.292878689342029
1058850,1058900,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1058900,1058950,50,2.5,0.806225774829855,4.232487689168953
1058950,1059000,50,2.5,0.5,4.29287868934203
1059000,1059050,50,2.5,0.806225774829855,4.232487689168953
1059050,1059100,50,2.1739130434782608,0.8673885801417394,4.39778093929876
1059100,1059150,50,2.5,0.5,4.29287868934203
1059150,1059200,50,2.5,0.806225774829855,4.232487689168953
1059200,1059250,50,2.272727272727273,0.7496555682941201,4.37287868934203
1059250,1059300,50,2.380952380952381,0.7221786137191952,4.3177809392987605
1059300,1059350,50,2.5,0.806225774829855,4.232487689168953
1059350,1059400,50,2.5,0.5,4.292878689342029
1059400,1059450,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1059450,1059500,50,2.5,0.806225774829855,4.232487689168953
1059500,1059550,50,2.5,0.5916079783099616,4.27778093929876
1059550,1059600,50,2.5,0.7416198487095663,4.247585439212222
1059600,1059650,50,2.1739130434782608,0.8673885801417394,4.397780939298761
1059650,1059700,50,2.5,0.9746794344808963,4.208367439558377
1059700,1059750,50,2.6315789473684212,1.4220269564322416,4.043590820407826
1059750,1059800,50,2.6315789473684212,0.9846466807299845,4.138171939471838
1059800,1059850,50,2.7777777777777777,1.5830896498638898,3.92488945173324
1059850,1059900,50,2.5,1.284523257866513,4.145979129983101
1059900,1059950,50,2.6315789473684212,1.179229289600425,4.09617463006964
1059950,1060000,50,2.6315789473684212,1.30628143642009,4.073269689515107
1060000,1060050,50,2.5,1.284523257866513,4.141984511178706
1060050,1060100,50,2.6315789473684212,1.4942178491135147,4.016174630069641
1060100,1060150,50,2.6315789473684212,1.086303549502647,4.128884070537635
1060150,1060200,50,2.7777777777777777,1.0829771494232183,4.05617463006964
1060200,1060250,50,2.5,1.5329709716755893,4.05617463006964
1060250,1060300,50,2.5,1.6278820596099706,4.041076880026371
1060300,1060350,50,2.272727272727273,1.3205308223939956,4.2385629396449165
1060350,1060400,50,2.6315789473684212,1.1337189067651587,4.11127238011291
1060400,1060450,50,2.380952380952381,1.2140522651411392,4.20637013015618
1060450,1060500,50,2.5,0.8660254037844386,4.222683189255491
1060500,1060550,50,2.1739130434782608,0.7010658911563957,4.443074189428568
1060550,1060600,50,2.5,0.9219544457292888,4.218171939471838
1060600,1060650,50,2.1739130434782608,1.048898963636071,4.3479764393853
1060650,1060700,50,2.5,0.9219544457292888,4.2128786893420305
1060700,1060750,50,2.272727272727273,0.8080176743014171,4.36307418942857
1060750,1060800,50,2.5,0.9746794344808963,4.203074189428568
1060800,1060850,50,2.5,0.5,4.29287868934203
1060850,1060900,50,2.5,0.806225774829855,4.232487689168953
1060900,1060950,50,2.1739130434782608,0.8673885801417394,4.39778093929876
1060950,1061000,50,2.5,0.5,4.29287868934203
1061000,1061050,50,2.5,0.806225774829855,4.232487689168953
1061050,1061100,50,2.1739130434782608,0.8157244799692922,4.41287868934203
1061100,1061150,50,2.5,0.5916079783099616,4.2777809392987605
1061150,1061200,50,2.5,0.806225774829855,4.232487689168953
1061200,1061250,50,2.5,0.5,4.292878689342029
1061250,1061300,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1061300,1061350,50,2.5,0.806225774829855,4.232487689168953
1061350,1061400,50,2.5,0.5,4.29287868934203
1061400,1061450,50,2.5,0.806225774829855,4.232487689168953
1061450,1061500,50,2.1739130434782608,0.8673885801417394,4.39778093929876
1061500,1061550,50,2.5,0.5,4.29287868934203
1061550,1061600,50,2.5,0.806225774829855,4.232487689168953
1061600,1061650,50,2.1739130434782608,0.8157244799692922,4.41287868934203
1061650,1061700,50,2.5,0.5916079783099616,4.2777809392987605
1061700,1061750,50,2.5,0.806225774829855,4.232487689168953
1061750,1061800,50,2.5,0.5,4.292878689342029
1061800,1061850,50,2.1739130434782608,0.8673885801417394,4.397780939298761
1061850,1061900,50,2.5,0.806225774829855,4.232487689168953
1061900,1061950,50,2.5,0.5,4.29287868934203
1061950,1062000,50,2.272727272727273,0.8624393618641034,4.342683189255491
1062000,1062050,50,2.1739130434782608,0.8673885801417394,4.39778093929876
1062050,1062100,50,2.5,0.5,4.29287868934203
1062100,1062150,50,2.5,0.806225774829855,4.232487689168953
1062150,1062200,50,2.1739130434782608,0.8157244799692922,4.41287868934203
1062200,1062250,50,2.5,0.5916079783099616,4.2777809392987605
1062250,1062300,50,2.5,0.806225774829855,4.232487689168953
1062300,1062350,50,2.5,0.5,4.292878689342029
1062350,1062400,50,2.1739130434782608,0.8673885801417394,4.397780939298761
1062400,1062450,50,2.5,0.806225774829855,4.232487689168953
1062450,1062500,50,2.5,0.5,4.29287868934203
1062500,1062550,50,2.272727272727273,0.8624393618641034,4.342683189255491
1062550,1062600,50,2.380952380952381,0.8438116736509215,4.287585439212221
1062600,1062650,50,2.5,0.5,4.29287868934203
1062650,1062700,50,2.5,0.806225774829855,4.232487689168953
1062700,1062750,50,2.1739130434782608,0.8157244799692922,4.41287868934203
1062750,1062800,50,2.5,0.5916079783099616,4.2777809392987605
1062800,1062850,50,2.5,0.806225774829855,4.232487689168953
1062850,1062900,50,2.5,0.5,4.292878689342029
1062900,1062950,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1062950,1063000,50,2.5,0.806225774829855,4.232487689168953
1063000,1063050,50,2.5,0.5,4.29287868934203
1063050,1063100,50,2.272727272727273,0.8624393618641034,4.342683189255491
1063100,1063150,50,2.380952380952381,0.8438116736509215,4.287585439212221
1063150,1063200,50,2.5,0.5,4.29287868934203
1063200,1063250,50,2.5,0.806225774829855,4.232487689168953
1063250,1063300,50,2.1739130434782608,0.7605589428059089,4.427976439385299
1063300,1063350,50,2.5,0.6708203932499369,4.262683189255491
1063350,1063400,50,2.5,0.806225774829855,4.232487689168953
1063400,1063450,50,2.5,0.5,4.29287868934203
1063450,1063500,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1063500,1063550,50,2.5,0.806225774829855,4.232487689168953
1063550,1063600,50,2.5,0.5,4.29287868934203
1063600,1063650,50,2.272727272727273,0.8624393618641034,4.342683189255491
1063650,1063700,50,2.380952380952381,0.7853534524986021,4.30268318925549
1063700,1063750,50,2.5,0.5916079783099616,4.2777809392987605
1063750,1063800,50,2.5,0.806225774829855,4.232487689168953
1063800,1063850,50,2.0,0.8,4.523074189428569
1063850,1063900,50,2.5,0.5916079783099616,4.2777809392987605
1063900,1063950,50,2.5,0.806225774829855,4.232487689168953
1063950,1064000,50,2.5,0.5,4.292878689342029
1064000,1064050,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1064050,1064100,50,2.5,0.806225774829855,4.232487689168953
1064100,1064150,50,2.5,0.5,4.29287868934203
1064150,1064200,50,2.272727272727273,0.8624393618641034,4.342683189255491
1064200,1064250,50,2.380952380952381,0.8438116736509215,4.287585439212221
1064250,1064300,50,2.5,0.5,4.29287868934203
1064300,1064350,50,2.5,0.806225774829855,4.232487689168953
1064350,1064400,50,2.1739130434782608,0.7605589428059089,4.427976439385299
1064400,1064450,50,2.5,0.6708203932499369,4.262683189255491
1064450,1064500,50,2.5,0.806225774829855,4.232487689168953
1064500,1064550,50,2.5,0.5,4.29287868934203
1064550,1064600,50,2.1739130434782608,0.8673885801417393,4.397780939298761
1064600,1064650,50,2.5,0.806225774829855,4.232487689168953
1064650,1064700,50,2.5,0.5,4.29287868934203
1064700,1064750,50,2.272727272727273,0.8624393618641034,4.342683189255491
1064750,1064800,50,2.380952380952381,0.7853534524986021,4.30268318925549
1064800,1064850,50,2.5,0.5916079783099616,4.2777809392987605
1064850,1064900,50,2.5,0.806225774829855,4.232487689168953
1064900,1064950,50,2.1739130434782608,0.7010658911563957,4.443074189428569
1064950,1065000,50,2.5,0.7416198487095663,4.247585439212222
1065000,1065050,50,2.5,0.806225774829855,4.232487689168953
1065050,1065100,50,2.5,0.5,4.29287868934203
1065100,1065150,50,2.1739130434782608,0.8673885801417394,4.397780939298761
1065150,1065200,50,2.5,0.806225774829855,4.232487689168953
1065200,1065250,50,2.5,0.5,4.29287868934203
1065250,1065300,50,2.272727272727273,0.8624393618641034,4.342683189255491
1065300,1065350,50,2.380952380952381,0.7853534524986021,4.30268318925549
1065350,1065400,50,2.5,0.5916079783099616,4.2777809392987605
1065400,1065450,50,2.5,0.806225774829855,4.232487689168953
1065450,1065500,50,2.1739130434782608,0.6360321234055563,4.458171939471838
1065500,1065550,50,2.5,0.806225774829855,4.232487689168953
1065550,1065600,50,2.5,0.806225774829855,4.232487689168953
1065600,1065650,50,2.5,0.5,4.29287868934203
1065650,1065700,50,2.0,0.848528137423857,4.5079764393853
1065700,1065750,50,2.5,0.806225774829855,4.232487689168953
1065750,1065800,50,2.5,0.5,4.29287868934203
1065800,1065850,50,2.272727272727273,0.8624393618641034,4.342683189255492
1065850,1065900,50,2.380952380952381,0.7853534524986021,4.30268318925549
1065900,1065950,50,2.5,0.5916079783099616,4.2777809392987605
1065950,1066000,50,2.5,0.9219544457292888,4.218171939471838
1066000,1066050,50,2.5,0.9219544457292888,4.218171939471838
1066050,1066100,50,2.6315789473684212,1.1337189067651587,4.105979129983102
1066100,1066150,50,2.5,1.396424004376894,4.098171939471838
1066150,1066200,50,2.6315789473684212,0.871207650381413,4.163074189428569
1066200,1066250,50,2.5,1.118033988749895,4.182683189255491
1066250,1066300,50,2.5,1.02469507659596,4.201076880026371
1066300,1066350,50,2.6315789473684212,0.9846466807299845,4.138171939471839
1066350,1066400,50,2.5,1.3601470508735443,4.101467880199449
1066400,1066450,50,2.5,1.2449899597988732,4.143981820580905
1066450,1066500,50,2.9411764705882355,1.3047690007540491,3.9366912610488987
1066500,1066550,50,2.7777777777777777,1.082977149423218,4.05617463006964
1066550,1066600,50,2.6315789473684212,1.1337189067651587,4.11127238011291
1066600,1066650,50,2.380952380952381,1.0900498230723425,4.241076880026371
1066650,1066700,50,2.6315789473684212,1.1337189067651587,4.103465189601646
1066700,1066750,50,2.6315789473684212,1.1337189067651587,4.113786320494365
1066750,1066800,50,2.7777777777777777,1.7177360926378118,3.9182426910248456
1066800,1066850,50,3.125,1.899835519196333,3.7419845111787073
1066850,1066900,50,2.6315789473684212,1.5630781478860523,4.010881379939833
1066900,1066950,50,2.7777777777777777,1.4358719981466763,3.983981820580904
1066950,1067000,50,2.380952380952381,1.1741740958036146,4.208367439558377
1067000,1067050,50,2.272727272727273,0.9136250564655354,4.338171939471837
1067050,1067100,50,2.380952380952381,0.5753831415997415,4.347976439385299
1067100,1067150,50,2.5,0.806225774829855,4.232487689168953
1067150,1067200,50,2.5,0.806225774829855,4.232487689168953
1067200,1067250,50,2.1739130434782608,0.6360321234055563,4.458171939471837
1067250,1067300,50,2.5,0.806225774829855,4.232487689168953
1067300,1067350,50,2.5,0.7416198487095663,4.247585439212221
1067350,1067400,50,2.272727272727273,0.6863485850246136,4.3879764393853
1067400,1067450,50,2.380952380952381,0.8438116736509215,4.287585439212222
1067450,1067500,50,2.5,0.5916079783099616,4.27778093929876
1067500,1067550,50,2.5,0.7416198487095663,4.247585439212222
1067550,1067600,50,2.272727272727273,0.8624393618641034,4.342683189255491
1067600,1067650,50,2.380952380952381,0.5753831415997415,4.347976439385299
1067650,1067700,50,2.5,0.806225774829855,4.232487689168953
1067700,1067750,50,2.5,0.806225774829855,4.232487689168953
1067750,1067800,50,2.0,0.6324555320336759,4.568367439558377
1067800,1067850,50,2.5,0.806225774829855,4.232487689168953
1067850,1067900,50,2.5,0.806225774829855,4.232487689168952
1067900,1067950,50,2.272727272727273,0.616575453011388,4.403074189428569
